application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
1043,Female,False,3.3,STEM,Hispanic,610.0,2.0,PE/VC,
1044,Male,True,3.15,STEM,,640.0,1.0,Financial Services,
1045,Male,True,3.36,Business,,650.0,2.0,Technology,
1046,Male,True,3.33,Humanities,,600.0,1.0,Investment Banking,
1047,Male,True,3.11,Business,,630.0,2.0,Technology,
1048,Male,False,3.2,Humanities,Black,610.0,2.0,Technology,
1049,Male,False,3.11,STEM,Black,610.0,1.0,Consulting,
1050,Male,True,3.21,Humanities,,580.0,2.0,Consulting,
1051,Male,False,3.16,Business,Black,590.0,3.0,PE/VC,
1052,Male,True,3.14,Humanities,,630.0,2.0,Other,
1053,Male,True,2.92,Business,,620.0,1.0,Financial Services,
1054,Male,False,3.08,Humanities,White,630.0,3.0,Investment Banking,
1055,Female,False,3.51,Humanities,Black,710.0,-0.0,,
1056,Female,False,3.29,Humanities,White,640.0,1.0,Investment Banking,
1057,Female,False,3.54,Humanities,Hispanic,740.0,2.0,PE/VC,
1058,Male,True,3.14,Business,,610.0,2.0,Other,
1059,Male,False,3.33,Business,Asian,700.0,2.0,Health Care,Admit
1060,Female,False,3.29,Humanities,Asian,600.0,2.0,Other,
1061,Female,False,3.3,Business,White,690.0,2.0,Retail,
1062,Male,False,3.38,STEM,Asian,710.0,4.0,Consulting,
1063,Female,False,3.77,STEM,Hispanic,650.0,2.0,PE/VC,
1064,Female,False,3.15,Humanities,Asian,620.0,-1.0,,
1065,Male,False,3.04,STEM,Other,680.0,1.0,PE/VC,
1066,Male,False,3.39,Business,White,740.0,1.0,Technology,
1067,Female,False,3.41,Humanities,White,670.0,1.0,Investment Banking,Admit
1068,Male,True,3.16,Humanities,,640.0,1.0,Consulting,
1069,Male,True,3.16,Humanities,,570.0,2.0,PE/VC,
1070,Male,False,3.1,STEM,White,570.0,1.0,Consulting,
1071,Male,True,3.26,Business,,640.0,2.0,PE/VC,
1072,Female,False,3.38,STEM,White,620.0,3.0,Other,
1073,Male,False,3.15,Humanities,Asian,680.0,3.0,Other,
1074,Female,False,3.3,STEM,Black,630.0,1.0,Consulting,
1075,Male,False,3.15,Humanities,Black,640.0,3.0,Consulting,
1076,Male,True,3.3,Humanities,,640.0,2.0,Investment Banking,
1077,Female,False,3.27,Business,Hispanic,670.0,1.0,PE/VC,Admit
1078,Female,False,3.41,Business,Hispanic,750.0,2.0,Consulting,
1079,Male,False,3.17,Business,Asian,620.0,2.0,Consulting,
1080,Female,False,3.37,Humanities,Asian,650.0,2.0,Consulting,
1081,Male,False,3.12,Humanities,Asian,650.0,2.0,Nonprofit/Gov,
1082,Female,True,3.23,Business,,640.0,4.0,Health Care,
1083,Male,False,3.18,Humanities,Asian,640.0,4.0,Consulting,
1084,Male,False,3.41,Humanities,Black,640.0,1.0,Investment Banking,
1085,Female,False,3.04,Humanities,White,580.0,2.0,PE/VC,
1086,Female,False,3.37,STEM,Asian,670.0,3.0,Investment Management,
1087,Male,False,3.32,STEM,Hispanic,740.0,1.0,Consulting,Admit
1088,Female,False,2.99,Business,Asian,580.0,3.0,Other,
1089,Male,False,3.47,Business,White,670.0,3.0,Financial Services,
1090,Male,False,3.27,Humanities,Hispanic,640.0,2.0,Consulting,
1091,Male,False,3.25,STEM,Asian,620.0,2.0,Other,
1092,Male,False,2.97,Humanities,Asian,630.0,0.0,,
1093,Female,False,3.05,Humanities,Hispanic,570.0,2.0,Other,
1094,Male,True,3.5,Business,,690.0,0.0,,
1095,Male,False,3.48,Humanities,White,760.0,3.0,Other,
1096,Male,False,3.27,STEM,Asian,650.0,3.0,Consulting,
1097,Male,False,3.45,Business,Asian,670.0,2.0,Consulting,
1098,Female,False,3.05,Humanities,Black,570.0,3.0,Consulting,
1099,Male,False,3.12,Business,White,580.0,2.0,Technology,
1100,Female,False,3.38,STEM,White,640.0,4.0,Financial Services,
1101,Female,True,3.12,STEM,,570.0,1.0,Financial Services,
1102,Male,False,3.37,Humanities,White,700.0,1.0,Nonprofit/Gov,
1103,Female,True,3.33,Humanities,,640.0,2.0,Real Estate,
1104,Female,False,3.14,Humanities,Asian,610.0,2.0,Investment Banking,
1105,Female,False,3.36,Humanities,Asian,740.0,3.0,Consulting,
1106,Female,False,3.31,STEM,Asian,650.0,1.0,Consulting,
1107,Female,False,3.05,Business,Asian,640.0,1.0,Consulting,
1108,Female,False,3.72,Business,Asian,740.0,2.0,Other,
1109,Female,True,3.27,Humanities,,740.0,2.0,Consulting,Admit
1110,Female,False,3.32,Humanities,Black,630.0,1.0,Consulting,
1111,Male,False,3.19,Business,White,660.0,1.0,Technology,
1112,Male,False,3.17,Business,White,620.0,2.0,Consulting,
1113,Male,False,3.3,STEM,White,690.0,3.0,Nonprofit/Gov,
1114,Male,False,3.19,Business,White,620.0,2.0,PE/VC,
1115,Male,True,3.07,Humanities,,640.0,2.0,Consulting,
1116,Male,False,3.09,Business,White,620.0,3.0,Technology,
1117,Female,True,3.3,STEM,,660.0,4.0,Investment Management,
1118,Female,False,3.19,STEM,White,630.0,2.0,Technology,
1119,Male,False,3.25,STEM,Asian,590.0,1.0,Financial Services,
1120,Female,True,3.14,Humanities,,570.0,4.0,Investment Banking,
1121,Male,True,3.13,Humanities,,670.0,4.0,Consulting,
1122,Male,False,3.45,STEM,Asian,660.0,2.0,Technology,Admit
1123,Male,True,3.15,STEM,,670.0,2.0,PE/VC,
1124,Male,True,3.37,Business,,670.0,3.0,Investment Banking,Admit
1125,Male,True,3.36,Business,,670.0,1.0,PE/VC,
1126,Female,False,3.05,Humanities,Black,610.0,3.0,Other,
1127,Male,False,3.17,Humanities,Asian,570.0,1.0,Nonprofit/Gov,
1128,Female,False,3.44,Business,White,690.0,2.0,Technology,
1129,Male,False,3.52,Humanities,Asian,690.0,2.0,Financial Services,
1130,Female,False,3.34,Humanities,White,660.0,2.0,Financial Services,Admit
1131,Female,True,3.19,Business,,640.0,3.0,Consulting,
1132,Male,True,3.48,Business,,700.0,3.0,CPG,
1133,Male,False,3.25,Humanities,Black,610.0,2.0,Technology,
1134,Male,False,3.46,STEM,White,700.0,2.0,Energy,Admit
1135,Male,True,3.32,STEM,,710.0,3.0,Investment Banking,
1136,Male,True,3.37,Humanities,,620.0,2.0,CPG,
1137,Female,False,3.02,Business,White,650.0,3.0,Technology,
1138,Female,False,3.32,Business,White,680.0,2.0,Consulting,
1139,Male,False,3.22,Humanities,Asian,710.0,1.0,Consulting,
1140,Male,False,3.2,STEM,White,730.0,1.0,Consulting,
1141,Male,False,3.45,Business,Hispanic,640.0,4.0,Technology,
1142,Male,False,3.33,Humanities,White,680.0,1.0,Nonprofit/Gov,
1143,Male,False,3.28,Humanities,Black,640.0,1.0,Investment Management,
1144,Male,True,3.06,Business,,630.0,2.0,Consulting,
1145,Male,False,3.3,Business,White,570.0,1.0,Other,
1146,Male,True,3.17,Humanities,,650.0,2.0,Energy,
1147,Female,True,3.02,Business,,600.0,4.0,PE/VC,
1148,Male,True,3.18,Business,,610.0,3.0,Real Estate,
1149,Male,False,3.43,Business,Black,750.0,2.0,Consulting,
1150,Male,True,3.19,Business,,570.0,1.0,Technology,
1151,Male,True,2.9,Humanities,,580.0,4.0,Technology,
1152,Male,False,3.62,STEM,Asian,760.0,2.0,PE/VC,
1153,Male,True,3.09,Business,,580.0,2.0,Real Estate,
1154,Male,False,3.48,STEM,Asian,710.0,2.0,Consulting,
1155,Male,False,3.18,Humanities,Black,610.0,2.0,Health Care,
1156,Male,False,3.19,Humanities,Asian,690.0,2.0,Investment Banking,
1157,Female,True,3.26,STEM,,680.0,2.0,Consulting,
1158,Male,False,3.3,Business,Asian,620.0,2.0,PE/VC,
1159,Male,False,3.38,Humanities,Hispanic,600.0,1.0,Consulting,
1160,Female,False,3.15,Humanities,Black,660.0,2.0,PE/VC,
1161,Female,True,3.02,STEM,,580.0,3.0,PE/VC,
1162,Male,False,3.22,Humanities,White,590.0,2.0,PE/VC,
1163,Female,False,3.24,Business,White,660.0,3.0,PE/VC,
1164,Female,False,3.28,Humanities,White,620.0,2.0,PE/VC,
1165,Male,False,3.29,Business,White,740.0,2.0,PE/VC,
1166,Male,False,3.14,Humanities,Black,570.0,1.0,Technology,
1167,Male,False,3.11,Humanities,White,630.0,2.0,Retail,
1168,Male,True,3.23,STEM,,600.0,3.0,PE/VC,
1169,Female,False,3.11,STEM,Asian,570.0,2.0,Consulting,
1170,Male,False,3.08,STEM,White,660.0,2.0,Consulting,
1171,Male,False,3.21,Business,Black,720.0,2.0,Consulting,
1172,Male,False,3.43,Humanities,Hispanic,680.0,1.0,Investment Banking,
1173,Male,False,3.23,Humanities,Hispanic,660.0,2.0,Investment Management,
1174,Male,False,2.99,Business,Black,650.0,1.0,Nonprofit/Gov,
1175,Female,True,3.27,Humanities,,600.0,3.0,Consulting,
1176,Male,False,3.38,Humanities,White,590.0,2.0,Consulting,
1177,Female,False,3.34,Humanities,White,610.0,3.0,Technology,
1178,Male,False,3.02,Business,Asian,620.0,2.0,Consulting,
1179,Male,False,3.26,Humanities,White,590.0,2.0,Consulting,
1180,Male,True,3.35,Humanities,,590.0,3.0,Other,
1181,Male,True,3.0,Business,,590.0,2.0,PE/VC,
1182,Male,False,3.18,Humanities,Black,590.0,3.0,Other,
1183,Female,False,3.01,Humanities,Hispanic,620.0,2.0,Nonprofit/Gov,
1184,Female,True,3.32,Business,,590.0,2.0,Financial Services,
1185,Female,False,2.85,Humanities,White,570.0,4.0,Investment Banking,
1186,Male,False,3.1,STEM,White,610.0,1.0,Nonprofit/Gov,
1187,Male,False,3.3,Humanities,White,570.0,0.0,,
1188,Male,True,3.23,Humanities,,600.0,3.0,Nonprofit/Gov,
1189,Female,False,3.4,Humanities,Hispanic,670.0,1.0,Investment Banking,Admit
1190,Male,False,3.29,STEM,Black,650.0,3.0,Technology,
1191,Female,True,3.3,STEM,,700.0,3.0,Consulting,Admit
1192,Female,True,3.35,Humanities,,690.0,5.0,PE/VC,
1193,Female,True,3.4,Business,,720.0,3.0,Technology,
1194,Male,False,3.35,STEM,Asian,630.0,3.0,Nonprofit/Gov,
1195,Male,True,3.1,Humanities,,600.0,2.0,Investment Banking,
1196,Male,False,3.35,Humanities,Asian,710.0,3.0,Technology,Admit
1197,Male,False,3.39,STEM,Hispanic,680.0,4.0,PE/VC,
1198,Female,False,3.39,Business,White,590.0,1.0,PE/VC,
1199,Male,False,3.17,Business,White,640.0,1.0,PE/VC,
1200,Male,False,3.33,Business,Asian,640.0,4.0,Consulting,
1201,Male,False,3.09,STEM,Black,610.0,3.0,Investment Banking,
1202,Male,False,3.25,Business,White,640.0,3.0,Technology,
1203,Male,False,3.25,STEM,Other,630.0,4.0,Financial Services,
1204,Male,True,3.44,Business,,700.0,4.0,Investment Banking,
1205,Male,False,3.37,Humanities,White,650.0,1.0,Other,
1206,Male,False,3.29,Business,Asian,600.0,2.0,PE/VC,
1207,Female,False,3.42,Business,Black,670.0,3.0,Financial Services,
1208,Male,False,3.8,STEM,Asian,740.0,4.0,Technology,
1209,Male,True,3.11,STEM,,640.0,2.0,Health Care,
1210,Male,False,3.06,Business,White,590.0,2.0,Consulting,
1211,Female,True,3.38,STEM,,660.0,2.0,Consulting,Admit
1212,Male,False,3.13,Business,White,630.0,3.0,Nonprofit/Gov,
1213,Female,False,2.98,STEM,Other,620.0,2.0,Health Care,Waitlist
1214,Male,True,3.34,STEM,,670.0,3.0,Technology,
1215,Male,True,3.29,Humanities,,650.0,2.0,Consulting,
1216,Male,False,3.27,Humanities,White,690.0,3.0,CPG,
1217,Male,False,3.03,Humanities,Hispanic,670.0,2.0,Nonprofit/Gov,
1218,Male,False,3.04,Humanities,Hispanic,590.0,2.0,Consulting,
1219,Male,True,3.12,Humanities,,630.0,1.0,PE/VC,
1220,Male,True,3.22,Humanities,,610.0,0.0,,
1221,Male,False,3.13,Business,Black,690.0,2.0,Investment Banking,
1222,Male,False,3.39,STEM,White,650.0,3.0,Investment Banking,
1223,Female,False,3.34,Humanities,White,680.0,2.0,Consulting,Admit
1224,Male,False,3.12,Humanities,Hispanic,640.0,3.0,Consulting,
1225,Female,True,3.39,Business,,670.0,3.0,PE/VC,
1226,Male,False,3.25,Humanities,White,670.0,1.0,Technology,
1227,Male,False,3.32,STEM,White,680.0,4.0,Financial Services,
1228,Female,False,3.15,STEM,Asian,600.0,0.0,,
1229,Female,True,3.05,Business,,640.0,1.0,Technology,
1230,Female,False,3.27,Business,Other,740.0,1.0,Nonprofit/Gov,Waitlist
1231,Male,False,3.24,STEM,Asian,670.0,3.0,PE/VC,
1232,Male,False,3.38,Humanities,White,700.0,2.0,PE/VC,Admit
1233,Male,False,3.45,Humanities,Black,670.0,2.0,Consulting,
1234,Male,False,3.19,Humanities,White,620.0,3.0,Technology,
1235,Male,False,3.06,Business,Asian,630.0,2.0,Investment Banking,
1236,Female,True,3.29,Business,,650.0,1.0,Investment Banking,
1237,Male,False,3.22,STEM,Asian,590.0,2.0,Consulting,
1238,Male,True,3.15,Humanities,,590.0,2.0,Technology,
1239,Male,False,3.41,Humanities,White,740.0,1.0,Financial Services,
1240,Male,False,3.14,Business,Other,590.0,3.0,PE/VC,
1241,Male,True,3.13,STEM,,670.0,4.0,Investment Banking,
1242,Male,True,3.29,Business,,620.0,3.0,PE/VC,
1243,Male,False,3.21,Humanities,Black,630.0,1.0,Consulting,
1244,Male,True,3.38,STEM,,670.0,3.0,Other,Admit
1245,Male,False,3.19,STEM,White,720.0,2.0,Financial Services,
1246,Female,False,3.4,STEM,White,700.0,1.0,Consulting,Admit
1247,Male,False,3.13,Humanities,White,620.0,1.0,Consulting,
1248,Female,True,2.92,STEM,,570.0,3.0,Nonprofit/Gov,
1249,Male,True,3.24,Business,,630.0,2.0,Nonprofit/Gov,
1250,Female,False,3.27,Humanities,White,690.0,2.0,PE/VC,
1251,Male,False,3.02,Humanities,White,570.0,2.0,Financial Services,
1252,Male,False,3.25,Business,Black,610.0,-0.0,,
1253,Female,True,3.27,Humanities,,700.0,1.0,Technology,
1254,Male,False,3.24,Humanities,Hispanic,700.0,2.0,Consulting,
1255,Male,True,3.31,Business,,690.0,0.0,,
1256,Male,True,3.32,Business,,660.0,0.0,,
1257,Male,False,3.28,Business,Asian,710.0,3.0,Consulting,
1258,Female,True,3.37,Humanities,,630.0,1.0,Investment Management,
1259,Male,False,3.13,STEM,White,630.0,2.0,CPG,
1260,Male,True,3.31,STEM,,660.0,0.0,,
1261,Male,False,3.0,Business,Asian,590.0,1.0,Consulting,
1262,Female,False,3.6,Humanities,Asian,640.0,2.0,PE/VC,
1263,Female,False,3.42,Business,Black,680.0,3.0,Technology,
1264,Male,False,3.29,Humanities,Black,770.0,2.0,Investment Banking,
1265,Female,False,3.43,Humanities,Black,610.0,3.0,Nonprofit/Gov,
1266,Male,False,3.0,Humanities,Hispanic,570.0,1.0,CPG,
1267,Female,False,3.3,Humanities,Black,740.0,2.0,PE/VC,
1268,Male,False,3.24,Humanities,White,690.0,3.0,Consulting,
1269,Male,False,3.29,Business,Black,620.0,3.0,Consulting,
1270,Male,False,2.9,Humanities,Asian,640.0,3.0,Financial Services,
1271,Male,False,3.23,Humanities,Other,580.0,3.0,Health Care,
1272,Male,False,3.26,Business,White,640.0,0.0,,
1273,Male,False,3.22,Humanities,White,650.0,1.0,Technology,
1274,Male,True,3.35,STEM,,680.0,1.0,Nonprofit/Gov,
1275,Male,False,3.26,Business,Hispanic,650.0,2.0,Investment Banking,
1276,Male,False,3.22,Business,Asian,640.0,3.0,Nonprofit/Gov,
1277,Female,False,3.52,STEM,White,630.0,2.0,CPG,
1278,Male,False,3.29,STEM,Hispanic,680.0,2.0,Nonprofit/Gov,Admit
1279,Male,False,3.48,Humanities,Hispanic,710.0,1.0,Consulting,
1280,Male,False,3.19,Humanities,White,600.0,2.0,Other,
1281,Male,False,3.42,STEM,Black,690.0,3.0,Financial Services,
1282,Male,False,3.21,Humanities,Asian,680.0,3.0,Consulting,
1283,Male,False,3.16,STEM,Black,640.0,1.0,Investment Banking,
1284,Male,False,3.41,Business,Asian,640.0,2.0,Technology,
1285,Male,False,3.4,Business,White,660.0,3.0,Other,
1286,Female,False,3.38,Business,White,680.0,2.0,Media/Entertainment,Admit
1287,Male,False,3.02,STEM,Black,570.0,1.0,Consulting,
1288,Male,False,3.3,Business,Black,660.0,1.0,Investment Banking,
1289,Male,False,3.18,Humanities,Hispanic,640.0,0.0,,
1290,Male,False,3.3,Humanities,Black,670.0,3.0,Nonprofit/Gov,
1291,Female,False,3.24,Humanities,Asian,630.0,3.0,Consulting,
1292,Male,False,3.31,STEM,Black,630.0,1.0,Media/Entertainment,
1293,Male,True,3.28,Business,,700.0,1.0,Real Estate,
1294,Male,False,3.02,Humanities,White,570.0,2.0,Consulting,
1295,Male,True,3.41,Business,,620.0,1.0,Consulting,
1296,Male,False,3.03,STEM,White,610.0,3.0,Investment Banking,
1297,Female,True,3.07,Humanities,,610.0,2.0,Investment Banking,
1298,Female,False,3.4,Business,Black,760.0,1.0,CPG,Admit
1299,Female,False,3.08,STEM,White,660.0,1.0,Consulting,
1300,Male,False,3.6,Business,Hispanic,720.0,2.0,Technology,
1301,Female,False,3.0,STEM,Hispanic,640.0,1.0,Other,
1302,Female,False,3.35,Business,Asian,580.0,2.0,Consulting,
1303,Male,False,3.33,Humanities,Asian,660.0,2.0,Consulting,
1304,Female,False,3.31,Business,White,700.0,1.0,Consulting,Admit
1305,Female,True,3.4,STEM,,680.0,2.0,Nonprofit/Gov,
1306,Male,False,3.5,STEM,Asian,600.0,2.0,Consulting,
1307,Female,True,3.29,Business,,740.0,4.0,Other,Admit
1308,Male,False,3.38,STEM,Asian,650.0,2.0,PE/VC,
1309,Female,False,3.14,Business,Black,690.0,1.0,Consulting,
1310,Male,True,3.45,STEM,,680.0,1.0,Nonprofit/Gov,
1311,Male,True,3.2,Humanities,,580.0,3.0,Energy,
1312,Male,False,3.24,Humanities,Hispanic,740.0,1.0,PE/VC,
1313,Male,True,3.03,Humanities,,590.0,2.0,Technology,
1314,Male,False,3.38,Humanities,Asian,740.0,3.0,PE/VC,
1315,Male,False,3.32,Humanities,White,650.0,1.0,Financial Services,
1316,Male,True,3.03,Humanities,,620.0,2.0,PE/VC,
1317,Female,True,3.34,Humanities,,620.0,3.0,Consulting,
1318,Male,False,3.5,Humanities,White,730.0,2.0,PE/VC,
1319,Female,True,3.5,STEM,,750.0,2.0,Technology,Admit
1320,Female,False,3.19,Humanities,Hispanic,740.0,1.0,Nonprofit/Gov,
1321,Female,False,3.23,Business,Asian,580.0,-0.0,,
1322,Female,False,3.12,Humanities,White,670.0,3.0,Consulting,
1323,Female,False,3.18,Business,Hispanic,630.0,1.0,PE/VC,
1324,Male,False,3.22,Humanities,Hispanic,640.0,2.0,Retail,
1325,Female,True,3.25,Humanities,,660.0,2.0,Nonprofit/Gov,Admit
1326,Male,False,3.25,Humanities,Asian,620.0,2.0,Consulting,
1327,Male,False,3.35,Business,Asian,660.0,2.0,Consulting,
1328,Female,False,3.47,Humanities,Black,690.0,3.0,Technology,Admit
1329,Female,False,3.39,STEM,Asian,730.0,2.0,Consulting,
1330,Male,False,3.19,STEM,White,600.0,1.0,PE/VC,
1331,Female,False,3.11,Business,Black,600.0,3.0,Technology,
1332,Male,True,2.9,Humanities,,570.0,3.0,Consulting,
1333,Male,False,3.29,STEM,Black,680.0,3.0,Health Care,
1334,Female,False,3.46,Humanities,Black,670.0,1.0,PE/VC,
1335,Female,False,3.15,STEM,Asian,630.0,3.0,Consulting,
1336,Male,True,3.24,Business,,640.0,3.0,Health Care,
1337,Male,False,3.21,Humanities,Asian,670.0,2.0,Consulting,
1338,Male,True,3.18,Business,,670.0,2.0,Retail,
1339,Male,True,3.03,Humanities,,710.0,2.0,Consulting,
1340,Male,False,3.18,STEM,White,640.0,0.0,,
1341,Female,False,3.33,Humanities,Black,760.0,4.0,Technology,
1342,Male,False,3.2,Business,Black,610.0,2.0,Investment Banking,
1343,Female,False,3.21,STEM,White,640.0,1.0,Consulting,
1344,Male,False,3.33,STEM,White,630.0,1.0,Investment Management,
1345,Female,True,3.17,Humanities,,590.0,2.0,Nonprofit/Gov,
1346,Male,False,3.14,Humanities,Other,600.0,2.0,Consulting,
1347,Male,False,3.31,Business,Asian,660.0,1.0,Financial Services,Waitlist
1348,Female,False,3.34,STEM,Black,690.0,2.0,Consulting,Admit
1349,Female,False,3.38,Humanities,Black,720.0,3.0,Consulting,Admit
1350,Male,False,3.38,Humanities,White,700.0,3.0,PE/VC,
1351,Male,True,2.82,Humanities,,570.0,2.0,Investment Banking,
1352,Male,False,3.44,Humanities,Asian,640.0,3.0,Other,
1353,Male,True,2.93,Business,,570.0,1.0,Investment Management,
1354,Female,False,3.53,Humanities,White,730.0,2.0,Other,
1355,Male,False,3.06,Humanities,Asian,600.0,2.0,Nonprofit/Gov,
1356,Female,False,2.98,STEM,Asian,570.0,3.0,Investment Banking,
1357,Female,True,3.06,Business,,610.0,3.0,Nonprofit/Gov,
1358,Male,False,3.25,Business,White,620.0,2.0,Financial Services,
1359,Female,False,3.28,Humanities,White,650.0,2.0,PE/VC,
1360,Male,False,3.24,Business,White,580.0,3.0,Consulting,
1361,Male,False,3.01,STEM,White,620.0,0.0,,
1362,Male,False,3.06,Business,Black,660.0,2.0,Investment Management,
1363,Male,False,3.12,Business,White,630.0,2.0,Consulting,
1364,Male,False,3.08,Humanities,Asian,620.0,3.0,Other,
1365,Male,True,3.35,STEM,,690.0,2.0,Consulting,
1366,Female,False,3.1,Humanities,Asian,570.0,2.0,Consulting,
1367,Male,False,3.28,STEM,White,620.0,4.0,PE/VC,
1368,Male,False,3.13,STEM,Hispanic,700.0,1.0,Consulting,
1369,Male,True,3.18,STEM,,590.0,2.0,Technology,
1370,Male,False,3.27,Humanities,Black,730.0,1.0,Real Estate,
1371,Male,False,3.11,Humanities,Asian,670.0,3.0,PE/VC,
1372,Male,False,3.17,Humanities,Asian,630.0,2.0,Consulting,
1373,Male,False,3.26,Humanities,White,630.0,5.0,Other,
1374,Female,False,3.34,Humanities,Black,650.0,2.0,Consulting,
1375,Female,False,3.24,Humanities,Asian,720.0,4.0,Consulting,
1376,Male,False,3.36,Humanities,Hispanic,670.0,1.0,Consulting,Admit
1377,Male,False,3.22,Business,Black,620.0,3.0,Consulting,
1378,Male,False,3.27,STEM,Black,570.0,2.0,Other,
1379,Female,False,3.25,Business,Asian,710.0,3.0,Technology,Admit
1380,Male,True,3.14,Humanities,,630.0,1.0,PE/VC,
1381,Female,False,3.36,Business,Other,630.0,1.0,PE/VC,
1382,Male,False,3.18,Humanities,White,600.0,4.0,Retail,
1383,Male,False,3.35,Business,Hispanic,700.0,1.0,Financial Services,
1384,Male,False,3.13,STEM,Hispanic,580.0,2.0,Technology,
1385,Male,False,3.1,Humanities,Other,590.0,3.0,Financial Services,
1386,Female,False,3.19,Humanities,Black,670.0,2.0,Other,
1387,Male,False,3.45,STEM,White,680.0,2.0,Nonprofit/Gov,Admit
1388,Female,False,3.38,Humanities,White,700.0,3.0,Consulting,
1389,Male,False,3.2,STEM,Asian,630.0,2.0,Consulting,
1390,Female,False,3.33,Humanities,Asian,730.0,1.0,Consulting,Admit
1391,Female,False,3.28,Humanities,Asian,660.0,2.0,Consulting,Admit
1392,Female,True,3.09,Business,,570.0,1.0,Consulting,
1393,Male,True,3.07,Business,,670.0,2.0,Financial Services,
1394,Male,True,3.27,Humanities,,630.0,4.0,PE/VC,
1395,Male,True,3.22,STEM,,600.0,1.0,Nonprofit/Gov,
1396,Female,False,3.2,Humanities,Black,610.0,2.0,Technology,
1397,Female,False,3.19,Humanities,Black,620.0,2.0,PE/VC,
1398,Male,False,3.26,Business,Black,670.0,2.0,PE/VC,Waitlist
1399,Male,False,3.26,STEM,White,720.0,2.0,Nonprofit/Gov,
1400,Female,False,3.11,Business,Asian,640.0,1.0,Consulting,
1401,Male,False,3.46,STEM,Asian,750.0,1.0,Health Care,Admit
1402,Female,True,3.27,Humanities,,650.0,2.0,Nonprofit/Gov,
1403,Male,True,3.15,STEM,,670.0,1.0,Nonprofit/Gov,
1404,Female,False,3.39,Humanities,White,740.0,2.0,Investment Management,
1405,Male,True,3.17,Business,,640.0,1.0,Technology,
1406,Female,True,3.08,STEM,,580.0,4.0,CPG,
1407,Male,False,3.19,STEM,White,650.0,2.0,Investment Banking,
1408,Male,True,3.53,STEM,,700.0,3.0,Nonprofit/Gov,
1409,Male,False,3.24,Humanities,Asian,640.0,1.0,Financial Services,
1410,Male,False,3.08,Humanities,White,620.0,2.0,Investment Banking,
1411,Male,True,3.32,Humanities,,640.0,1.0,Other,
1412,Female,False,3.2,Business,Asian,650.0,1.0,Consulting,
1413,Female,False,3.23,Humanities,Asian,600.0,2.0,Consulting,
1414,Female,True,3.41,STEM,,660.0,2.0,Investment Banking,Admit
1415,Male,True,3.23,Humanities,,670.0,2.0,Technology,
1416,Male,False,3.15,Humanities,Hispanic,650.0,2.0,Consulting,
1417,Male,False,3.23,Business,White,570.0,1.0,Consulting,
1418,Female,False,3.41,Business,Asian,650.0,4.0,Technology,
1419,Male,True,3.28,Business,,650.0,2.0,Consulting,
1420,Male,False,3.37,Humanities,White,660.0,2.0,Nonprofit/Gov,Admit
1421,Male,True,2.83,Humanities,,570.0,2.0,Technology,
1422,Male,False,3.27,Business,White,730.0,2.0,Investment Management,Admit
1423,Male,False,3.06,Humanities,Hispanic,580.0,4.0,Investment Banking,
1424,Female,False,3.56,Humanities,Asian,690.0,2.0,Consulting,Admit
1425,Female,False,3.15,STEM,White,690.0,1.0,Technology,
1426,Male,False,3.25,Humanities,White,610.0,-0.0,,
1427,Female,False,3.31,Humanities,Black,670.0,3.0,Nonprofit/Gov,
1428,Female,False,3.13,Humanities,White,590.0,2.0,Technology,
1429,Male,True,3.19,Humanities,,590.0,3.0,Health Care,
1430,Male,False,3.49,Humanities,White,670.0,1.0,Consulting,Admit
1431,Male,False,3.17,Humanities,White,630.0,3.0,Consulting,
1432,Female,False,3.11,Business,Black,600.0,2.0,Health Care,
1433,Male,False,3.04,Humanities,White,570.0,1.0,Financial Services,
1434,Male,False,3.21,Humanities,Black,700.0,1.0,CPG,
1435,Male,False,3.32,Humanities,Asian,720.0,2.0,CPG,Admit
1436,Male,False,3.27,Humanities,Hispanic,720.0,3.0,Nonprofit/Gov,
1437,Female,False,3.35,Business,Black,780.0,2.0,Technology,
1438,Male,True,3.09,Business,,680.0,2.0,PE/VC,
1439,Male,False,3.27,Business,Hispanic,570.0,3.0,Media/Entertainment,
1440,Male,False,3.08,STEM,Hispanic,580.0,1.0,Consulting,
1441,Male,False,3.28,Humanities,Other,660.0,2.0,Technology,
1442,Female,True,3.01,Humanities,,580.0,3.0,Nonprofit/Gov,
1443,Male,False,2.95,Humanities,White,570.0,3.0,PE/VC,
1444,Female,False,3.39,Humanities,Asian,740.0,2.0,Other,Admit
1445,Male,False,3.21,STEM,Black,610.0,2.0,PE/VC,
1446,Female,False,3.32,Business,Other,630.0,4.0,Consulting,
1447,Male,False,3.22,Business,Hispanic,610.0,3.0,Investment Banking,
1448,Male,True,3.43,Humanities,,730.0,1.0,PE/VC,Admit
1449,Female,False,3.26,Business,Other,680.0,2.0,Consulting,Admit
1450,Male,False,3.31,Humanities,Other,710.0,3.0,Other,
1451,Male,True,3.05,Business,,620.0,2.0,PE/VC,
1452,Male,False,3.31,Business,White,730.0,2.0,Consulting,
1453,Male,True,3.08,Humanities,,610.0,2.0,CPG,
1454,Female,False,3.18,Humanities,Black,580.0,3.0,Financial Services,
1455,Female,False,3.5,Humanities,Black,770.0,4.0,Investment Banking,
1456,Male,False,3.31,Humanities,White,710.0,3.0,PE/VC,
